,abonds,atoms,bonds,cansmi,cansmiNS,dbonds,formula,HBA1,HBA2,HBD,InChI,InChIKey,L5,logP,MP,MR,MW,nF,rotors,s,sbonds,smarts,tbonds,title,TPSA,CHARGE
18,60.0,174.0,184.0,0.0,0.0,10.0,0.0,98.0,46.0,25.0,0.0,0.0,0.0,4.838100000000009,1615.1038999999985,391.5070000000003,1701.198479999999,0.0,31.0,0.0,114.0,0.0,0.0,0.0,777.9800000000005,0
19,12.0,52.0,55.0,0.0,0.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,4.8864,113.02029999999996,118.104,407.4955696000002,3.0,5.0,0.0,43.0,0.0,0.0,0.0,35.02,0
20,0.0,27.0,28.0,0.0,0.0,3.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,3.4587999999999997,103.23280000000003,79.50600000000003,349.0609600000001,0.0,3.0,0.0,25.0,0.0,0.0,0.0,62.68000000000001,0
21,0.0,55.0,55.0,0.0,0.0,1.0,0.0,37.0,2.0,0.0,0.0,0.0,0.0,5.2478,12.07300000000006,93.53699999999999,281.47660000000025,0.0,11.0,0.0,54.0,0.0,0.0,0.0,20.310000000000002,0
22,16.0,27.0,29.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,0.0,0.0,0.0,3.714800000000001,208.81079999999997,68.0578,209.24653999999987,0.0,0.0,0.0,13.0,0.0,0.0,0.0,64.92999999999999,0
23,0.0,60.0,59.0,0.0,0.0,0.0,0.0,42.0,3.0,2.0,0.0,0.0,0.0,3.974099999999999,5.340000000000039,93.85959999999999,301.5077600000006,0.0,17.0,0.0,59.0,0.0,0.0,0.0,43.7,0
24,6.0,18.0,18.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.4572000000000003,57.594500000000025,44.63799999999999,149.14667999999992,0.0,2.0,0.0,10.0,0.0,0.0,0.0,45.82,0
25,17.0,83.0,87.0,0.0,0.0,1.0,0.0,52.0,10.0,1.0,0.0,0.0,0.0,5.048299999999999,242.63249999999988,172.6497,562.7029799999982,0.0,12.0,0.0,69.0,0.0,0.0,0.0,92.29000000000002,0
26,16.0,25.0,27.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,3.551400000000001,158.65199999999996,63.65340000000002,194.23189999999988,0.0,0.0,0.0,11.0,0.0,0.0,0.0,38.91,0
27,16.0,110.0,118.0,0.0,0.0,3.0,0.0,66.0,11.0,5.0,0.0,0.0,0.0,3.3735,490.10940000000016,219.60250000000002,753.9260999999983,0.0,7.0,0.0,99.0,0.0,0.0,0.0,164.81999999999996,0
28,12.0,66.0,67.0,0.0,0.0,2.0,0.0,38.0,6.0,2.0,0.0,0.0,0.0,3.5459999999999994,153.48499999999996,125.92809999999999,458.54232320000045,1.0,11.0,0.0,53.0,0.0,0.0,0.0,102.71000000000002,-1
29,29.0,58.0,62.0,0.0,0.0,1.0,0.0,26.0,4.0,2.0,0.0,0.0,0.0,7.183700000000005,270.58209999999997,142.35879999999995,527.4052199999993,0.0,6.0,0.0,32.0,0.0,0.0,0.0,70.67,0
30,22.0,32.0,36.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.640400000000003,167.22679999999994,85.88400000000001,252.30927999999977,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0
31,0.0,57.0,60.0,0.0,0.0,3.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,4.840099999999998,137.53959999999978,99.90299999999999,344.4876800000005,0.0,3.0,0.0,57.0,0.0,0.0,0.0,43.370000000000005,0
32,18.0,57.0,60.0,0.0,0.0,1.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,5.846500000000002,157.63930000000005,128.48949999999996,418.9583800000003,0.0,7.0,0.0,41.0,0.0,0.0,0.0,23.55,0
33,15.0,32.0,34.0,0.0,0.0,2.0,0.0,16.0,6.0,2.0,0.0,0.0,0.0,3.106700000000001,228.76710000000003,79.6319,301.3204400000002,0.0,5.0,0.0,17.0,0.0,0.0,0.0,112.32000000000001,0
34,12.0,54.0,56.0,0.0,0.0,2.0,0.0,30.0,2.0,1.0,0.0,0.0,0.0,6.103700000000002,156.99300000000008,109.37130000000002,348.4779200000003,0.0,3.0,0.0,42.0,0.0,0.0,0.0,37.3,0
35,0.0,151.0,154.0,0.0,0.0,9.0,0.0,98.0,15.0,3.0,0.0,0.0,0.0,6.135100000000006,201.30769999999995,264.3774,958.2244199999975,0.0,9.0,0.0,145.0,0.0,0.0,0.0,204.65999999999997,0
36,18.0,35.0,39.0,0.0,0.0,1.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,4.542200000000002,197.3236,84.96249999999999,330.29040000000003,0.0,0.0,0.0,20.0,0.0,0.0,0.0,81.65,-2
37,6.0,44.0,45.0,0.0,0.0,4.0,0.0,24.0,5.0,1.0,0.0,0.0,0.0,4.2931,141.13170000000002,100.52970000000003,384.2537600000003,0.0,6.0,0.0,35.0,0.0,0.0,0.0,64.63000000000001,0
38,17.0,39.0,41.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,6.4548000000000005,138.2643,103.20199999999998,416.12856000000016,0.0,6.0,0.0,24.0,0.0,0.0,0.0,27.05,0
39,6.0,40.0,40.0,0.0,0.0,1.0,0.0,25.0,3.0,1.0,0.0,0.0,0.0,3.7653999999999996,65.58800000000006,73.39349999999999,250.33337999999972,0.0,8.0,0.0,33.0,0.0,0.0,0.0,46.53,0
40,6.0,43.0,43.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,4.7673999999999985,61.544000000000054,76.619,234.37703999999968,0.0,4.0,0.0,37.0,0.0,0.0,0.0,20.23,0
41,6.0,53.0,54.0,0.0,0.0,4.0,0.0,32.0,7.0,2.0,0.0,0.0,0.0,3.2954000000000008,168.4096,108.92610000000002,408.87590000000034,0.0,10.0,0.0,44.0,0.0,0.0,0.0,99.88000000000001,0
42,18.0,37.0,41.0,0.0,0.0,1.0,0.0,17.0,5.0,2.0,0.0,0.0,0.0,3.665800000000001,243.14999999999995,88.74349999999998,332.3062800000001,0.0,0.0,0.0,22.0,0.0,0.0,0.0,75.99000000000001,0
43,17.0,42.0,44.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,6.637000000000002,138.83579999999995,108.66899999999998,411.7756800000002,0.0,7.0,0.0,27.0,0.0,0.0,0.0,43.120000000000005,0
44,0.0,67.0,70.0,0.0,0.0,1.0,0.0,43.0,3.0,2.0,0.0,0.0,0.0,5.5070999999999986,184.94579999999976,111.43960000000001,376.5726000000006,0.0,4.0,0.0,69.0,0.0,0.0,0.0,57.53,0
45,5.0,31.0,33.0,0.0,0.0,4.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,-1.8392000000000008,174.36380000000003,66.5475,299.28314000000023,0.0,3.0,0.0,24.0,0.0,0.0,0.0,133.67000000000002,-1
46,6.0,17.0,17.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.1081000000000003,41.23430000000003,41.4325,154.59357999999995,0.0,2.0,0.0,10.0,0.0,0.0,0.0,17.07,0
47,0.0,44.0,45.0,0.0,0.0,5.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,1.2290999999999999,121.53649999999996,83.507,347.38404000000037,0.0,6.0,0.0,40.0,0.0,0.0,0.0,115.43,0
48,12.0,30.0,31.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,4.5999,138.9243,79.174,317.5949400000001,0.0,3.0,0.0,19.0,0.0,0.0,0.0,40.46,0
49,6.0,28.0,30.0,0.0,0.0,0.0,0.0,17.0,4.0,1.0,0.0,0.0,0.0,0.8319999999999996,89.95450000000004,57.90979999999999,207.22581999999986,0.0,0.0,0.0,24.0,0.0,0.0,0.0,41.93000000000001,0
50,18.0,57.0,59.0,0.0,0.0,1.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,5.996100000000003,86.94049999999997,119.72199999999998,371.51456000000036,0.0,8.0,0.0,40.0,0.0,0.0,0.0,12.47,0
51,16.0,26.0,28.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,4.156400000000001,143.1464,65.8584,193.24383999999984,0.0,0.0,0.0,12.0,0.0,0.0,0.0,26.02,0
52,12.0,40.0,43.0,0.0,0.0,1.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,4.616600000000001,115.93440000000001,93.875,293.4258600000002,0.0,0.0,0.0,30.0,0.0,0.0,0.0,28.54,0
53,0.0,9.0,8.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,-0.7812,41.3336,5.204,215.988,0.0,2.0,0.0,4.0,0.0,0.0,0.0,123.63,-2
54,0.0,69.0,70.0,0.0,0.0,3.0,0.0,45.0,5.0,2.0,0.0,0.0,0.0,4.343700000000001,106.1846000000001,116.32860000000001,408.57140000000055,0.0,14.0,0.0,67.0,0.0,0.0,0.0,83.83,0
55,6.0,17.0,17.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.4149000000000003,74.6205,51.45249999999999,223.48369999999997,0.0,2.0,0.0,10.0,0.0,0.0,0.0,17.07,0
56,6.0,17.0,17.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.4149000000000003,74.6205,51.45249999999999,223.48369999999997,0.0,2.0,0.0,10.0,0.0,0.0,0.0,17.07,0
57,6.0,60.0,65.0,0.0,0.0,1.0,0.0,35.0,4.0,1.0,0.0,0.0,0.0,4.258300000000001,200.82539999999995,107.66479999999999,384.5084800000003,0.0,1.0,0.0,58.0,0.0,0.0,0.0,62.97,0
58,12.0,47.0,48.0,0.0,0.0,4.0,0.0,26.0,6.0,2.0,0.0,0.0,0.0,3.3699000000000012,211.21389999999994,102.80299999999998,368.3799000000002,0.0,8.0,0.0,32.0,0.0,0.0,0.0,93.06000000000002,0
59,6.0,49.0,49.0,0.0,0.0,0.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,5.855600000000002,40.8210000000001,86.30799999999998,262.43019999999984,0.0,11.0,0.0,43.0,0.0,0.0,0.0,20.23,0
60,6.0,27.0,27.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0826000000000002,-7.1801999999999815,49.419999999999995,150.24073999999985,0.0,3.0,0.0,21.0,0.0,0.0,0.0,3.88,1
61,17.0,60.0,62.0,0.0,0.0,3.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,5.141900000000005,219.50349999999995,143.6525,514.0792400000001,0.0,12.0,0.0,42.0,0.0,0.0,0.0,123.92999999999999,-1
62,18.0,64.0,67.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,4.773600000000001,118.83840000000004,135.31699999999995,468.53550640000026,2.0,8.0,0.0,49.0,0.0,0.0,0.0,34.17,0
63,12.0,54.0,57.0,0.0,0.0,0.0,0.0,30.0,5.0,3.0,0.0,0.0,0.0,2.7545,162.72970000000004,103.34129999999999,405.43500640000025,2.0,6.0,0.0,45.0,0.0,0.0,0.0,70.95,0
64,18.0,35.0,37.0,0.0,0.0,2.0,0.0,13.0,5.0,1.0,0.0,0.0,0.0,3.536480000000001,289.94120000000004,99.4937,407.63796000000013,0.0,3.0,0.0,16.0,0.0,1.0,0.0,91.53999999999999,0
65,17.0,30.0,32.0,0.0,0.0,0.0,0.0,18.0,7.0,3.0,0.0,0.0,0.0,2.577,298.4234,73.7772,253.2626399999998,0.0,1.0,0.0,15.0,0.0,0.0,0.0,129.62,0
66,16.0,49.0,52.0,0.0,0.0,1.0,0.0,29.0,9.0,1.0,0.0,0.0,0.0,2.3686999999999996,235.95629999999994,110.36090000000002,383.4011400000002,0.0,5.0,0.0,35.0,0.0,0.0,0.0,106.95000000000002,0
67,16.0,49.0,53.0,0.0,0.0,1.0,0.0,26.0,6.0,1.0,0.0,0.0,0.0,3.9499000000000013,226.74399999999997,125.47670000000001,412.93564000000026,0.0,4.0,0.0,36.0,0.0,0.0,0.0,76.71000000000001,0
68,6.0,53.0,54.0,0.0,0.0,4.0,0.0,32.0,7.0,2.0,0.0,0.0,0.0,3.2954000000000008,168.4096,108.92610000000002,408.87590000000034,0.0,10.0,0.0,44.0,0.0,0.0,0.0,99.88000000000001,0
69,6.0,14.0,14.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,1.0977999999999999,84.2624,30.488,110.11064000000003,0.0,0.0,0.0,8.0,0.0,0.0,0.0,40.46,0
70,6.0,49.0,49.0,0.0,0.0,0.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,5.855599999999999,40.8210000000001,86.30799999999998,262.4301999999998,0.0,11.0,0.0,43.0,0.0,0.0,0.0,20.23,0
71,12.0,78.0,79.0,0.0,0.0,2.0,0.0,48.0,5.0,1.0,0.0,0.0,0.0,6.394400000000001,198.51829999999995,143.2931,483.6627200000006,0.0,18.0,0.0,65.0,0.0,0.0,0.0,64.63,1
72,0.0,9.0,8.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,-0.7812,41.3336,5.204,215.988,0.0,2.0,0.0,4.0,0.0,0.0,0.0,123.63,-2
73,21.0,35.0,38.0,0.0,0.0,2.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,6.122100000000001,328.393,120.49150000000003,645.8746399999997,0.0,2.0,0.0,15.0,0.0,0.0,0.0,93.4,-2
74,0.0,108.0,112.0,0.0,0.0,1.0,0.0,71.0,11.0,3.0,0.0,0.0,0.0,2.938199999999999,145.33329999999992,174.57290000000006,669.8629399999979,0.0,10.0,0.0,111.0,0.0,0.0,0.0,156.20000000000002,-1
75,23.0,42.0,45.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,5.187800000000003,120.04479999999997,97.89899999999999,310.3917200000002,0.0,4.0,0.0,22.0,0.0,0.0,0.0,17.82,0
76,0.0,58.0,61.0,0.0,0.0,3.0,0.0,35.0,4.0,1.0,0.0,0.0,0.0,4.714499999999999,196.9395999999998,107.3845,369.4971400000004,0.0,3.0,0.0,57.0,0.0,1.0,0.0,58.89,0
77,0.0,63.0,67.0,0.0,0.0,6.0,0.0,38.0,7.0,1.0,0.0,0.0,0.0,1.9988,227.86160000000007,121.23180000000002,441.5167400000003,0.0,4.0,0.0,61.0,0.0,0.0,0.0,102.26,0
78,22.0,118.0,122.0,0.0,0.0,5.0,0.0,70.0,13.0,1.0,0.0,0.0,0.0,6.430900000000001,296.8602000000006,240.18070000000003,844.4344199999983,0.0,26.0,0.0,95.0,0.0,0.0,0.0,139.72,0
79,12.0,111.0,117.0,0.0,0.0,4.0,0.0,69.0,16.0,4.0,0.0,0.0,0.0,3.1576999999999975,318.58550000000025,203.50560000000013,811.8679199999984,0.0,10.0,0.0,101.0,0.0,0.0,0.0,217.04999999999995,0
80,12.0,56.0,59.0,0.0,0.0,0.0,0.0,31.0,4.0,1.0,0.0,0.0,0.0,4.248900000000001,130.97420000000005,124.07279999999999,437.52154960000036,3.0,7.0,0.0,47.0,0.0,0.0,0.0,55.25,0
81,16.0,26.0,28.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,4.156400000000001,143.1464,65.8584,193.24383999999984,0.0,0.0,0.0,12.0,0.0,0.0,0.0,26.02,0
82,0.0,74.0,74.0,0.0,0.0,3.0,0.0,49.0,5.0,2.0,0.0,0.0,0.0,5.122300000000001,64.25580000000014,123.50960000000002,424.61386000000067,0.0,17.0,0.0,71.0,0.0,0.0,0.0,83.83,0
83,0.0,53.0,56.0,0.0,0.0,2.0,0.0,32.0,3.0,2.0,0.0,0.0,0.0,4.143699999999999,204.44449999999995,97.6473,327.4604600000003,0.0,1.0,0.0,53.0,0.0,1.0,0.0,52.82000000000001,0
84,0.0,119.0,126.0,0.0,0.0,2.0,0.0,78.0,14.0,6.0,0.0,0.0,0.0,2.2180999999999997,262.8775000000001,196.09880000000013,780.9384599999979,0.0,7.0,0.0,124.0,0.0,0.0,0.0,203.05999999999997,0
85,10.0,15.0,16.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.5896,129.5975,42.4457,151.18569999999994,0.0,0.0,0.0,5.0,0.0,0.0,0.0,61.1,0
86,12.0,29.0,30.0,0.0,0.0,1.0,0.0,15.0,3.0,3.0,0.0,0.0,0.0,2.973800000000001,190.71979999999996,67.88100000000003,228.24327999999988,0.0,2.0,0.0,17.0,0.0,0.0,0.0,60.69,0
87,6.0,62.0,64.0,0.0,0.0,3.0,0.0,39.0,8.0,1.0,0.0,0.0,0.0,2.4619,148.05300000000014,118.4905,433.4947400000004,0.0,10.0,0.0,55.0,0.0,0.0,0.0,94.53,0
88,22.0,44.0,47.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,0.0,0.0,5.294200000000002,218.57789999999997,104.0968,314.40360000000027,0.0,2.0,0.0,25.0,0.0,0.0,0.0,55.92,1
89,24.0,56.0,59.0,0.0,0.0,6.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,7.664200000000005,264.4270000000001,138.63279999999997,516.5847999999997,0.0,7.0,0.0,29.0,0.0,0.0,0.0,131.16,-2
90,6.0,30.0,30.0,0.0,0.0,2.0,0.0,18.0,4.0,1.0,0.0,0.0,0.0,1.1554999999999997,15.560600000000013,58.94180000000002,222.2371599999998,0.0,7.0,0.0,22.0,0.0,0.0,0.0,55.760000000000005,0
91,13.0,54.0,56.0,0.0,0.0,2.0,0.0,32.0,7.0,1.0,0.0,0.0,0.0,3.2624999999999975,179.3015999999999,109.35670000000005,399.43700000000035,0.0,6.0,0.0,41.0,0.0,0.0,0.0,83.09000000000002,0
92,12.0,60.0,62.0,0.0,0.0,2.0,0.0,38.0,10.0,8.0,0.0,0.0,0.0,0.7886000000000002,363.5556000000002,119.17540000000002,444.4809200000004,0.0,12.0,0.0,48.0,0.0,0.0,0.0,163.18,0
93,16.0,25.0,27.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,3.551400000000001,158.65199999999996,63.65340000000002,194.23189999999988,0.0,0.0,0.0,11.0,0.0,0.0,0.0,38.91,0
94,12.0,41.0,42.0,0.0,0.0,3.0,0.0,23.0,6.0,2.0,0.0,0.0,0.0,3.1269,213.22569999999996,90.31000000000003,327.3312800000002,0.0,7.0,0.0,27.0,0.0,0.0,0.0,84.86000000000001,0
95,10.0,16.0,17.0,0.0,0.0,1.0,0.0,9.0,4.0,3.0,0.0,0.0,0.0,1.1789,266.55780000000004,43.47780000000001,167.19169999999994,0.0,0.0,0.0,6.0,0.0,0.0,0.0,115.47,0
96,17.0,51.0,54.0,0.0,0.0,1.0,0.0,25.0,5.0,1.0,0.0,0.0,0.0,6.267400000000001,232.06069999999988,125.91719999999994,463.78734000000014,0.0,5.0,0.0,36.0,0.0,0.0,0.0,50.160000000000004,0
97,17.0,54.0,57.0,0.0,0.0,2.0,0.0,27.0,5.0,2.0,0.0,0.0,0.0,3.1834000000000024,222.66459999999995,115.88210000000001,420.4528232000002,1.0,8.0,0.0,38.0,0.0,0.0,0.0,93.47999999999999,-1
98,21.0,42.0,45.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,7.016100000000002,166.139,113.575,437.7699000000001,0.0,6.0,0.0,24.0,0.0,0.0,0.0,55.290000000000006,0
99,5.0,75.0,77.0,0.0,0.0,3.0,0.0,47.0,8.0,2.0,0.0,0.0,0.0,4.640900000000001,196.46480000000003,138.05460000000002,506.6746000000004,0.0,2.0,0.0,69.0,0.0,0.0,0.0,137.49,0
100,16.0,60.0,62.0,0.0,0.0,1.0,0.0,32.0,4.0,0.0,0.0,0.0,0.0,6.936200000000001,165.34549999999996,144.33249999999998,645.3115999999989,0.0,11.0,0.0,45.0,0.0,0.0,0.0,42.68,0
101,16.0,60.0,62.0,0.0,0.0,1.0,0.0,32.0,4.0,0.0,0.0,0.0,0.0,6.9361999999999995,165.34549999999982,144.33249999999998,645.3115999999992,0.0,11.0,0.0,45.0,0.0,0.0,0.0,42.68,0
102,13.0,52.0,54.0,0.0,0.0,1.0,0.0,31.0,6.0,1.0,0.0,0.0,0.0,3.3458000000000006,158.57489999999993,104.34970000000003,371.4269000000004,0.0,5.0,0.0,40.0,0.0,0.0,0.0,66.02000000000001,0
103,12.0,30.0,31.0,0.0,0.0,1.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,4.220200000000001,169.75930000000002,67.94700000000003,281.2299096000001,3.0,4.0,0.0,18.0,0.0,0.0,0.0,49.33,0
104,6.0,28.0,29.0,0.0,0.0,2.0,0.0,16.0,6.0,3.0,0.0,0.0,0.0,-1.6836000000000002,175.87149999999997,53.06529999999999,246.1924431999999,1.0,2.0,0.0,21.0,0.0,0.0,0.0,104.55000000000001,0
105,12.0,30.0,31.0,0.0,0.0,1.0,0.0,13.0,4.0,2.0,0.0,0.0,0.0,4.6254,236.18909999999994,104.6768,621.9322699999996,0.0,4.0,0.0,18.0,0.0,0.0,0.0,66.76,0
106,0.0,55.0,58.0,0.0,0.0,2.0,0.0,36.0,8.0,1.0,0.0,0.0,0.0,2.6024,135.657,92.4638,384.42082000000033,0.0,5.0,0.0,56.0,0.0,0.0,0.0,100.52000000000001,0
107,16.0,30.0,32.0,0.0,0.0,2.0,0.0,14.0,4.0,1.0,0.0,0.0,0.0,2.2392999999999996,208.09309999999996,73.55480000000001,253.25273999999982,0.0,2.0,0.0,14.0,0.0,0.0,0.0,59.3,0
108,17.0,48.0,50.0,0.0,0.0,1.0,0.0,22.0,6.0,1.0,0.0,0.0,0.0,6.3405000000000005,195.82639999999998,111.72080000000003,471.4881928000002,4.0,8.0,0.0,32.0,0.0,0.0,0.0,112.96,0
109,11.0,40.0,42.0,0.0,0.0,1.0,0.0,24.0,9.0,5.0,0.0,0.0,0.0,-1.3227000000000007,214.18779999999998,78.65220000000001,340.2821400000002,0.0,3.0,0.0,30.0,0.0,0.0,0.0,149.82,0
110,22.0,62.0,66.0,0.0,0.0,1.0,0.0,33.0,4.0,1.0,0.0,0.0,0.0,4.002700000000002,217.52219999999988,137.9516999999999,426.55330000000026,0.0,7.0,0.0,43.0,0.0,0.0,0.0,44.27,0
111,12.0,79.0,85.0,0.0,0.0,2.0,0.0,49.0,16.0,4.0,0.0,0.0,0.0,1.1045,279.38949999999994,149.75670000000002,668.5364809999987,0.0,7.0,0.0,71.0,0.0,0.0,0.0,217.16999999999996,0
112,16.0,33.0,35.0,0.0,0.0,2.0,0.0,17.0,6.0,2.0,0.0,0.0,0.0,4.762600000000001,242.1531,84.28519999999999,320.3866800000001,0.0,2.0,0.0,17.0,0.0,0.0,0.0,129.9,0
113,12.0,42.0,43.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,0.0,0.0,0.0,4.4498999999999995,123.11969999999997,83.85900000000004,270.36608000000007,0.0,4.0,0.0,31.0,0.0,0.0,0.0,40.46,0
114,16.0,52.0,55.0,0.0,0.0,1.0,0.0,28.0,2.0,2.0,0.0,0.0,0.0,4.923400000000002,203.89879999999988,113.2457,346.4653400000003,0.0,6.0,0.0,38.0,0.0,0.0,0.0,39.26,0
